TALLY_ENTRY_ID,RECON_INST,TRANS_PRODUCT_CODE,TRANS_EVENT_CODE,DIRECTION,IS_AUTO_OPEN,EXT_PROPERTY,ACCOUNT_TYPE,OPERATOR,MEMO,GMT_CREATE,GMT_MODIFIED
"02000047","TRUST","140110060000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","头寸调拨 - 头寸 -增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000048","TRUST","140110070000","01001","C","T","RECON_INST_PROP","INNERTRANS","system","头寸调拨 - 头寸 -减少","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000049","TRUST","140110080000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","存放网商 - 增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000050","TRUST","140110090000","01001","C","T","RECON_INST_PROP","INNERTRANS","system","存放网商 - 减少","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000051","SPV","140110060000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","头寸调拨 - 头寸 -增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000052","SPV","140110070000","01001","C","T","RECON_INST_PROP","INNERTRANS","system","头寸调拨 - 头寸 -减少","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000053","SPV","140110080000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","存放网商 - 增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000054","SPV","140110090000","01001","C","T","RECON_INST_PROP","INNERTRANS","system","存放网商 - 减少","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000101","ALISRBFSH","140110010000","01001","C","T","RECON_INST_PROP","INNERTRANS","system","放款 - 头寸 - 减少","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000102","ALISRBFSH","140110020000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","退款 - 头寸 - 增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000103","ALISRBFSH","140110030000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","还款 - 头寸 - 增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000104","ALISRBFSH","140110040000","01001","C","T","RECON_INST_PROP","INNERTRANS","system","资产转入 - 头寸 - 减少","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000105","ALISRBFSH","140110050000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","资产转出 - 头寸 - 增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000106","ALISRBFSH","140110100000","01001","C","T","recon_inst_prop","INNERTRANS","system","放款 - 头寸 - 减少","2016-05-30 13:46:37","2016-05-30 13:46:37"
"02000107","ALILOANCQ","140110100000","01001","C","T","recon_inst_prop","INNERTRANS","system","放款 - 头寸 - 减少","2016-05-30 13:46:37","2016-05-30 13:46:37"
"02000201","TRUST","140110010000","01001","C","T","RECON_INST_PROP","INNERTRANS","system","放款 - 头寸 - 减少","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000202","TRUST","140110030000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","还款 - 头寸 - 增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000203","TRUST","140110040000","01001","C","T","RECON_INST_PROP","INNERTRANS","system","资产转入 - 头寸 - 减少","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02000204","TRUST","140110050000","01001","D","T","RECON_INST_PROP","INNERTRANS","system","资产转出 - 头寸 - 增加","2016-05-27 10:05:16","2016-05-27 10:05:16"
"02010000","3008","060060010005","01003","C","F",,"INNERTRANS","system","花呗线下还款-入账","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02010001","3008","060060010005","07004","D","F",,"INNERTRANS","system","花呗线下还款-入账退回","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02010002","3008","100050010003","01010","D","F",,"INNERTRANS","system","花呗线下还款-来账销账-借来账过渡户","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02010003","3008","100050010003","01009","C","F",,"INNERTRANS","system","花呗线下还款-来账销账-贷还款过渡户","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02010004","3008","100050030001","01010","D","F",,"INNERTRANS","system","借呗线下还款-来账销账-借来账过渡户","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02010005","3008","100050030001","01009","C","F",,"INNERTRANS","system","借呗线下还款-来账销账-贷还款过渡户","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02010006","3008","100050010003","07004","D","F",,"INNERTRANS","system","花呗线下还款-花呗来账销账退回-借花呗还款过渡户","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02010007","3008","100050010003","07007","C","F",,"INNERTRANS","system","花呗线下还款-花呗来账销账退回-贷来账过渡户","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02010008","3008","060060010005","07002","C","F",,"INNERTRANS","system","花呗线下还款-挂账入账-贷消费信贷线下还款资金来账过渡户","2016-05-29 02:38:22","2016-05-29 02:38:22"
"02100001","3008","140100010000","07002","C","T","pay_type","INNERTRANS","system","花呗和花呗分期表外担保户 -进","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100002","3008","140100020000","07003","D","T","pay_type","INNERTRANS","system","花呗和花呗分期表外担保户 -出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100003","3008","140100030000","07002","C","T","pay_type","INNERTRANS","system","天猫国际但保户 - 进","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100004","3008","140100040000","07003","D","T","pay_type","INNERTRANS","system","天猫国际但保户 - 出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100005","3008","140100050000","07002","C","T","currency","INNERTRANS","system","花呗和花呗分期还款过渡户 - 进","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100006","3008","140100060000","07003","D","T","CURRENCY","INNERTRANS","system","花呗还花呗分期还款过渡户 - 出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100007","3008","140100070000","07002","C","T","currency","INNERTRANS","system","借呗还款过渡户 - 进","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100008","3008","140100080000","07003","D","T","CURRENCY","INNERTRANS","system","借呗还款过渡户 - 出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100009","3008","140100090000","07002","C","T","currency","INNERTRANS","system","花呗和花呗分期退款过渡户 - 进","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100010","3008","140100100000","07003","D","T","CURRENCY","INNERTRANS","system","花呗和花呗分期退款过渡户 - 出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100011","3008","140100110000","01006","C","T","other_inst_name","INNERTRANS","system","小贷收入头寸 - 收入","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100012","3008","140100120000","01007","D","T","other_inst_name","INNERTRANS","system","小贷支出头寸 - 支出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100013","3008","140100130000","01006","C","T","OTHER_INST_NAME","INNERTRANS","system","小贷收入头寸 - 收入","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100014","3008","140100140000","01007","D","T","OTHER_INST_NAME","INNERTRANS","system","小贷支出头寸 - 支出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100015","3008","140100150000","07003","D","T","currency","INNERTRANS","system","花呗和花呗分期退款过渡户 - 出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100016","3008","140100110000","01007","D","T","other_inst_name","INNERTRANS","system","小贷收入头寸 - 支出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100017","3008","140100120000","01006","C","T","other_inst_name","INNERTRANS","system","小贷支出头寸 - 收入","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100018","3008","140100130000","01007","D","T","OTHER_INST_NAME","INNERTRANS","system","小贷收入头寸 - 支出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100019","3008","140100140000","01006","C","T","OTHER_INST_NAME","INNERTRANS","system","小贷支出头寸 - 收入","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100022","3008","140100160000","07003","D","T","currency","INNERTRANS","system","花呗和花呗分期退款过渡户 - 出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100023","3008","140100170000","07003","D","T","currency","INNERTRANS","system","借呗还款过渡户 - 出","2016-05-27 10:05:13","2016-05-27 10:05:13"
"02100024","3008","100050030000","07003","D","T","other_inst_name","INNERTRANS","system","放款到银行卡-借呗","2016-06-29 23:17:01","2016-06-29 23:17:01"
"02100025","3008","060060010000","01003","C","T","currency","INNERTRANS","system","来账-3008-正常来账","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100026","3008","060060010000","07004","D","T","currency","INNERTRANS","system","来账-3008-入账退回","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100027","3008","060060010000","07002","C","T","currency","INNERTRANS","system","来账-3008-挂账入账","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100028","3008","060060010000","08001","D","T","CURRENCY","INNERTRANS","system","来账-3008-来账销账-消费信贷投入资金来账过渡户","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100029","3008","060060010000","08001","C","T","OTHER_INST_NAME","INNERTRANS","system","来账-3008-来账销账-小贷支出头寸 - 收入","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100030","SPV","010010000000","08001","D","T","RECON_INST_PROP","INNERTRANS","system","来账-SPV-来账销账-机构存放支付宝资金","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100031","SPV","010010010000","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-SPV-来账销账-投入资本-优","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100032","SPV","010010010001","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-SPV-来账销账-投入资本-次","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100033","SPV","010010010002","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-SPV-来账销账-投入资本-劣","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100034","TRUST","010010000000","08001","D","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-机构存放支付宝资金","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100035","TRUST","010010010000","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-投入资本-优","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100036","TRUST","010010010001","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-投入资本-次","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100037","TRUST","010010010002","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-投入资本-劣","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100038","ALILOANCQ","010010000000","08001","D","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-机构存放支付宝资金","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100039","ALILOANCQ","010010000000","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-投入资本","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100040","ALISMPLCQ","010010000000","08001","D","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-机构存放支付宝资金","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100041","ALISMPLCQ","010010000000","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-投入资本","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100042","ALISRBFSH","010010000000","08001","D","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-机构存放支付宝资金","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100043","ALISRBFSH","010010000000","08001","C","T","RECON_INST_PROP","INNERTRANS","system","来账-TRUST-来账销账-投入资本","2016-07-04 22:01:53","2016-07-04 22:01:53"
"02100044","SPV","100060370000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产清算-借-未分配利润","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100045","ALILOANCQ","100060370000","03004","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产清算-贷-投资收益","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100046","ALISRBFSH","100060370000","03004","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产清算-贷-投资收益","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100047","ALISMPLCQ","100060370000","03004","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产清算-贷-投资收益","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100052","3008","100060310000","07003","D","T","OTHER_INST_NAME","INNERTRANS","system","不出表非现资产回购-业务支出户-出","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100053","3008","100060320000","07002","C","T","OTHER_INST_NAME","INNERTRANS","system","不出表非现资产回购-业务收入户-入","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100054","SPV","100060310000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-头寸-入","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100055","SPV","100060320000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-借-资产减值损失","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100056","TRUST","100060310000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-头寸-入","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100057","TRUST","100060320000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-借-资产减值损失","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100058","ALILOANCQ","100060310000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-头寸-出","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100059","ALILOANCQ","100060320000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-贷-资产减值损失","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100060","ALISRBFSH","100060310000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-头寸-出","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100061","ALISRBFSH","100060320000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-贷-资产减值损失","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100062","ALISMPLCQ","100060310000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-头寸-出","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100063","ALISMPLCQ","100060320000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","不出表非现资产回购-贷-资产减值损失","2016-08-01 20:59:15","2016-08-01 20:59:15"
"02100064","SPV","100060330000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-头寸-入","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100065","SPV","100060340000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-借-资产减值损失","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100066","TRUST","100060330000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-头寸-入","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100067","TRUST","100060340000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-借-资产减值损失","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100068","ALILOANCQ","100060330000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-头寸-出","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100069","ALILOANCQ","100060350000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-借-交易性金融资产―成本","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100070","ALISRBFSH","100060330000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-头寸-出","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100071","ALISRBFSH","100060350000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-借-交易性金融资产―成本","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100072","ALISMPLCQ","100060330000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-头寸-出","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100073","ALISMPLCQ","100060350000","01009","D","T","RECON_INST_PROP","INNERTRANS","system","出表非现资产回购-借-交易性金融资产―成本","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100074","3008","100060330000","07003","D","T","OTHER_INST_NAME","INNERTRANS","system","出表非现资产回购-业务支出户-出","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100075","3008","100060350000","07002","C","T","OTHER_INST_NAME","INNERTRANS","system","出表非现资产回购-业务收入户-入","2016-09-14 01:09:22","2016-09-14 01:09:22"
"02100076","3008","100060220000","01013","D","T","other_inst_name","INNERTRANS","system","ABS资金分配","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100077","SPV","100060220000","01010","D","T","RECON_INST_PROP^COST","INNERTRANS","system","ABS资金分配-业务成本支出","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100078","SPV","100060220000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","ABS资金分配-业务成本支出-存放支付宝资金","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100079","SPV","100060230000","01010","D","T","RECON_INST_PROP^COST","INNERTRANS","system","ABS资金分配-利息支出","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100080","SPV","100060230000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","ABS资金分配-利息支出-存放支付宝资金","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100081","SPV","100060270000","01010","D","T","RECON_INST_PROP^INVESTED_CAPITAL","INNERTRANS","system","ABS资金分配-投入资本","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100082","SPV","100060270000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","ABS资金分配-投入资本-存放支付宝资金","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100083","TRUST","100060220000","01010","D","T","RECON_INST_PROP^COST","INNERTRANS","system","ABS资金分配-业务成本支出","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100084","TRUST","100060220000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","ABS资金分配-业务成本支出-存放支付宝资金","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100085","TRUST","100060230000","01010","D","T","RECON_INST_PROP^COST","INNERTRANS","system","ABS资金分配-利息支出","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100086","TRUST","100060230000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","ABS资金分配-利息支出-存放支付宝资金","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100087","TRUST","100060270000","01010","D","T","RECON_INST_PROP^INVESTED_CAPITAL","INNERTRANS","system","ABS资金分配-投入资本","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100088","TRUST","100060270000","01010","C","T","RECON_INST_PROP","INNERTRANS","system","ABS资金分配-投入资本-存放支付宝资金","2016-08-01 20:59:29","2016-08-01 20:59:29"
"02100090","3008","100050030003","07002","C","T","other_inst_name","INNERTRANS","system","借呗贴息款收款","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100091","ALILOANCQ","100050030004","01009","D","T","RECON_INST_PROP","INNERTRANS","system","借呗贴息款预收-借-小贷头寸","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100092","ALILOANCQ","100050030004","01009","C","T","RECON_INST_PROP","INNERTRANS","system","借呗贴息款预收-贷-借呗租房应收贴息资金","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100093","ALILOANCQ","100050030005","03001","D","T","RECON_INST_PROP","INNERTRANS","system","借呗贴息款摊销-借-手续费待摊利息收入","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100094","ALILOANCQ","100050030005","03001","C","T","RECON_INST_PROP","INNERTRANS","system","借呗贴息款摊销-贷-商家贴息利息收入","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100095","ALILOANCQ","100050030005","03002","D","T","RECON_INST_PROP","INNERTRANS","system","借呗贴息款摊销-账单分摊退费-借-商家贴息利息收入","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100096","ALILOANCQ","100050030005","03002","C","T","RECON_INST_PROP","INNERTRANS","system","借呗贴息款摊销-账单分摊退费-贷-手续费待摊利息收入","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100097","3008","100050030003","07003","D","T","other_inst_name","INNERTRANS","system","账单退费-借-小贷业务支出户","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100098","ALILOANCQ","100050030006","03002","D","T","RECON_INST_PROP","INNERTRANS","system","账单退费-借-手续费待摊利息收入","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100099","ALILOANCQ","100050030006","03002","C","T","RECON_INST_PROP","INNERTRANS","system","账单退费-贷-小贷上存头寸","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100100","ALILOANCQ","100050030003","01009","D","T","RECON_INST_PROP","INNERTRANS","system","借呗贴息账单生成-借-借呗租房应收贴息资金","2016-08-16 00:20:19","2016-08-16 00:20:19"
"02100101","ALILOANCQ","100050030003","01009","C","T","RECON_INST_PROP","INNERTRANS","system","借呗贴息账单生成-贷-借呗租房手续费待摊利息收入","2016-08-16 00:20:19","2016-08-16 00:20:19"
"03100001","ALIPAYHK","060110150000","08004","D","F",,"INNERTRANS","system","代客兑出","2016-08-15 20:53:19","2016-08-15 20:53:19"
"03100002","ALIPAYHK","060110160000","08004","C","F",,"INNERTRANS","system","代客兑入","2016-08-15 20:53:19","2016-08-15 20:53:19"
"2016072000001105","3008","270000000000","01003","C","F",,"INNERTRANS","芮甜",,"2016-07-20 11:51:46","2016-07-20 11:51:46"
"2016072000001106","3008","300000000000","07004","D","F",,"INNERTRANS","芮甜",,"2016-07-20 11:51:46","2016-07-20 11:51:46"
"2016072000001107","3008","290000000000","07007","C","F",,"INNERTRANS","芮甜",,"2016-07-20 11:51:46","2016-07-20 11:51:46"
"2016072000001108","3008","280000000000","07001","D","F",,"INNERTRANS","芮甜",,"2016-07-20 11:51:46","2016-07-20 11:51:46"
"2016081000001109","3008","060030040002","07003","D","F",,"INNERTRANS","OPERATOR_DAEMON",,"2016-08-10 12:13:53","2016-08-10 12:13:53"
"2016082200001110","3008","340010010018","07003","D","T","other_inst_name","INNERTRANS","竹喧",,"2016-08-22 14:20:17","2016-08-22 14:20:17"
"2016082200001111","3008","340010010018","07002","C","T","other_inst_name","INNERTRANS","竹喧",,"2016-08-22 14:20:17","2016-08-22 14:20:17"
"2016082200001112","ALISRBFSH","340010010018","03002","C","F",,"INNERTRANS","竹喧",,"2016-08-22 14:20:17","2016-08-22 14:20:17"
"2016082200001113","ALISRBFSH","340010010018","03002","D","F",,"INNERTRANS","竹喧",,"2016-08-22 14:20:17","2016-08-22 14:20:17"
"2016082200001114","ALISRBFSH","340010010018","05001","D","F",,"INNERTRANS","竹喧",,"2016-08-22 14:20:17","2016-08-22 14:20:17"
"2016082200001115","ALISRBFSH","340010010018","05001","C","F",,"INNERTRANS","竹喧",,"2016-08-22 14:20:17","2016-08-22 14:20:17"
"2016082200001116","ALISRBFSH","340010010018","13001","C","F",,"INNERTRANS","竹喧",,"2016-08-22 14:20:17","2016-08-22 14:20:17"
"2016082200001117","ALISRBFSH","340010010018","13001","D","F",,"INNERTRANS","竹喧",,"2016-08-22 14:20:17","2016-08-22 14:20:17"
"2016082300001118","3008","010010000000","01008","D","T","other_inst_name","INNERTRANS","竹喧",,"2016-08-23 22:48:29","2016-08-23 22:48:29"
"2016090100001119","3008","340010010009","07005","D","F",,"INNERTRANS","瑞春",,"2016-09-01 09:47:01","2016-09-01 09:47:01"
"2016090100001120","3008","340010010008","07003","D","F",,"INNERTRANS","瑞春",,"2016-09-01 09:47:01","2016-09-01 09:47:01"
"2016090100001121","3008","340010010008","07002","C","F",,"INNERTRANS","瑞春",,"2016-09-01 09:47:01","2016-09-01 09:47:01"
"2016090100001122","3008","340010010009","07002","C","F",,"INNERTRANS","瑞春",,"2016-09-01 09:47:01","2016-09-01 09:47:01"
"2016091300001123","ALISRBFSH","120030000000","08006","D","T","RECON_INST_PROP^BALANCE_TYPE","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001124","ALISMPLCQ","120030000000","08006","D","T","RECON_INST_PROP^BALANCE_TYPE","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001125","ALILOANCQ","120030000000","08006","D","T","RECON_INST_PROP^BALANCE_TYPE","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001126","ALISRBFSH","120030000000","08003","C","T","RECON_INST_PROP^BALANCE_TYPE","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001127","ALISMPLCQ","120030000000","08003","C","T","RECON_INST_PROP^BALANCE_TYPE","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001128","ALILOANCQ","120030000000","08003","C","T","RECON_INST_PROP^BALANCE_TYPE","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001129","SPV","120030000000","08006","D","T","RECON_INST_PROP^BALANCE_TYPE","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001130","SPV","120030000000","08005","D","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001131","SPV","120030000000","08005","C","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001132","SPV","120030000000","08003","C","T","RECON_INST_PROP^BALANCE_TYPE","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001133","ALISRBFSH","100060020001","01010","D","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001134","ALISRBFSH","100060020001","01010","C","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001135","ALISRBFSH","100060020001","01001","D","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001136","ALISRBFSH","100060020001","01001","C","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001137","SPV","340010010023","13001","D","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001138","SPV","340010010023","13001","C","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001139","SPV","340010010023","01009","D","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001140","SPV","340010010023","01009","C","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001141","ALISRBFSH","340010010023","13001","D","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001142","ALISRBFSH","340010010023","13001","C","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001143","ALISRBFSH","340010010023","01009","D","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
"2016091300001144","ALISRBFSH","340010010023","01009","C","T","RECON_INST_PROP","INNERTRANS","竹喧",,"2016-09-13 17:11:24","2016-09-13 17:11:24"
